"Story","Title","Result","Date","Stability","Duration (s)"
"Make the purchase of a product and add to shopping cart","Validate sort for Name (Z to A)","IGNORED","2021-10-03T08:53:34.747-05:00[America/Bogota]","0.0","25.6"
