"Story","Title","Result","Date","Stability","Duration (s)"
"Make the purchase of a product and add to shopping cart","Validate sort for price low to high and add product to cart","FAILURE","2021-10-03T14:23:29.543-05:00[America/Bogota]","0.0","52.59"
