"Story","Title","Result","Date","Stability","Duration (s)"
"Make the purchase of a product and add to shopping cart","Validate sort for price low to high and add product to cart","PENDING","2021-10-03T08:46:49.164-05:00[America/Bogota]","0.0","26.77"
