"Story","Title","Result","Date","Stability","Duration (s)"
"Make the purchase of a product and add to shopping cart","Validate sort for price low to high and add product to cart","ERROR","2021-10-03T12:08:10.113-05:00[America/Bogota]","0.0","41.23"
